Position,"Track Name",Artist,Streams,URL
194,"Ain't My Fault","Zara Larsson",2792195,https://open.spotify.com/track/4nA0biSjtvOL41Hd9MBXqR
195,"Million Reasons","Lady Gaga",2788590,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ
196,"Stay With Me","Sam Smith",2768259,https://open.spotify.com/track/7IHOIqZUUInxjVkko181PB
197,Reminder,"The Weeknd",2745999,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI
198,"Take Me To Church",Hozier,2732475,https://open.spotify.com/track/7dS5EaCoMnN7DzlpT6aRn2
199,Selfish,"PnB Rock",2723119,https://open.spotify.com/track/4HUIsMWVGNHsxlhbc3YQ5y
200,Manicomio,Cosculluela,2722904,https://open.spotify.com/track/7lKP7GE00s56ude4dGvULy
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",53477015,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X
2,Paris,"The Chainsmokers",28420217,https://open.spotify.com/track/15vzANxN8G9wWfwAJLLMCg
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,27254742,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
4,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",27082220,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
5,"Castle on the Hill","Ed Sheeran",22579619,https://open.spotify.com/track/66qlqxhEMpSHOzjRK4il0b
6,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",22216805,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
7,"Scared to Be Lonely","Martin Garrix",19103652,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
8,"Say You Won't Let Go","James Arthur",19030095,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
9,Starboy,"The Weeknd",18805809,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
10,Closer,"The Chainsmokers",17748097,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
11,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,17652879,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
12,"I Feel It Coming","The Weeknd",17502442,https://open.spotify.com/track/4RepvCWqsP6zBuzvwYibAS
13,"Call On Me - Ryan Riback Extended Remix",Starley,16885441,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
14,"Don't Wanna Know","Maroon 5",16369413,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r
15,Chantaje,Shakira,16232454,https://open.spotify.com/track/1WniHvhq9zTkny0WvGXX8o
